,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,nomatch_score,match_score,alteredAttributes,droppedValues,copiedValues,triangle,attr_count
48,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Juicy J Ca n't [ Explicit ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.8457478284835815,0.15425215661525726,"('rtable_Song_Name',)",['Never Say Never [ feat . Jaden Smith ]'],"[""Juicy J Ca n't [ Explicit ]""]",1@33113 0@796 1@7623,2
46,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,2:45,"February 14 , 2011",0.7106184959411621,0.2893815338611603,"('rtable_Time',)",['3:48'],['2:45'],1@33113 0@796 1@7632,2
54,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:35,"February 14 , 2011",0.7106190919876099,0.28938090801239014,"('rtable_Time',)",['3:48'],['3:35'],1@33113 0@796 1@7623,2
65,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],George Fenton,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106256484985352,0.28937435150146484,"('rtable_Artist_Name',)",['Justin Bieber'],['George Fenton'],1@33113 0@796 1@18740,2
66,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Frozen Planet ( Soundtrack from the TV series ),Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7226120829582214,0.2773878872394562,"('rtable_Album_Name',)",['Never Say Never - The Remixes'],['Frozen Planet ( Soundtrack from the TV series )'],1@33113 0@796 1@18740,2
67,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Soundtracks,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.724531352519989,0.2754686772823334,"('rtable_Genre',)",['Pop'],['Soundtracks'],1@33113 0@796 1@18740,2
78,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:16,"February 14 , 2011",0.7106190919876099,0.28938090801239014,"('rtable_Time',)",['3:48'],['3:16'],1@33113 0@796 1@7624,2
72,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Errbody Wave [ Explicit ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.8943191170692444,0.10568080097436905,"('rtable_Song_Name',)",['Never Say Never [ feat . Jaden Smith ]'],['Errbody Wave [ Explicit ]'],1@33113 0@796 1@7624,2
71,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"March 26 , 2013",0.7074181437492371,0.2925819158554077,"('rtable_Released',)","['February 14 , 2011']","['March 26 , 2013']",1@33113 0@796 1@18740,2
70,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:01,"February 14 , 2011",0.7106086611747742,0.28939130902290344,"('rtable_Time',)",['3:48'],['3:01'],1@33113 0@796 1@18740,2
69,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2013 Silva Screen Records,3:48,"February 14 , 2011",0.7048391699790955,0.29516083002090454,"('rtable_CopyRight',)",['( C ) 2011 The Island Def Jam Music Group'],['( C ) 2013 Silva Screen Records'],1@33113 0@796 1@18740,2
17,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Ryan Adams,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106139063835144,0.2893860936164856,"('ltable_Artist_Name',)",['Justin Bieber'],['Ryan Adams'],0@796 1@33113 0@2023,2
16,If I Am a Stranger ( Live In Amsterdam ),Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.9013403654098511,0.09865961223840714,"('ltable_Song_Name',)",['As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ]'],['If I Am a Stranger ( Live In Amsterdam )'],0@796 1@33113 0@2023,2
15,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,27-Nov-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.71061772108078,0.28938227891921997,"('ltable_Released',)",['11-Sep-12'],['27-Nov-12'],0@796 1@33113 0@6365,2
14,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:00,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.71061772108078,0.2893822491168976,"('ltable_Time',)",['4:40'],['4:00'],0@796 1@33113 0@6365,2
13,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,‰ ãÑ 2012 Musical Freedom Label Ltd.,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106177806854248,0.2893821895122528,"('ltable_CopyRight',)",['2012 The Island Def Jam Music Group'],['‰ ãÑ 2012 Musical Freedom Label Ltd.'],0@796 1@33113 0@6365,2
12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",Album Only,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.710618257522583,0.28938183188438416,"('ltable_Price',)",['$ 1.29'],['Album Only'],0@796 1@33113 0@6365,2
11,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Electronic",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106186747550964,0.28938135504722595,"('ltable_Genre',)","['Dance , Music , Rock']","['Dance , Music , Electronic']",0@796 1@33113 0@6365,2
10,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,Dance ( RED ) Save Lives [ Presented By TiÌÇsto ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106086015701294,0.2893913984298706,"('ltable_Album_Name',)",['As Long As You Love Me ( Remixes ) [ feat . Big Sean ]'],['Dance ( RED ) Save Lives [ Presented By TiÌÇsto ]'],0@796 1@33113 0@6365,2
18,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,Live After Deaf ( Live ) [ Complete Collection ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106161117553711,0.2893838584423065,"('ltable_Album_Name',)",['As Long As You Love Me ( Remixes ) [ feat . Big Sean ]'],['Live After Deaf ( Live ) [ Complete Collection ]'],0@796 1@33113 0@2023,2
9,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],U2 vs. TiÌÇsto,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106692790985107,0.28933075070381165,"('ltable_Artist_Name',)",['Justin Bieber'],['U2 vs. TiÌÇsto'],0@796 1@33113 0@6365,2
7,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,4-Dec-07,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106176018714905,0.28938230872154236,"('ltable_Released',)",['11-Sep-12'],['4-Dec-07'],0@796 1@33113 0@3498,2
6,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,5:04,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106177806854248,0.2893821895122528,"('ltable_Time',)",['4:40'],['5:04'],0@796 1@33113 0@3498,2
5,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7255864143371582,0.2744136154651642,"('ltable_CopyRight',)",['2012 The Island Def Jam Music Group'],['2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States'],0@796 1@33113 0@3498,2
4,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 0.99,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.71061772108078,0.2893821895122528,"('ltable_Price',)",['$ 1.29'],['$ 0.99'],0@796 1@33113 0@3498,2
3,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Hip-Hop/Rap , Music",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106178998947144,0.28938207030296326,"('ltable_Genre',)","['Dance , Music , Rock']","['Hip-Hop/Rap , Music']",0@796 1@33113 0@3498,2
2,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,Birthday - Single,"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106165289878845,0.2893834710121155,"('ltable_Album_Name',)",['As Long As You Love Me ( Remixes ) [ feat . Big Sean ]'],['Birthday - Single'],0@796 1@33113 0@3498,2
1,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Flo Rida,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106019854545593,0.2893980145454407,"('ltable_Artist_Name',)",['Justin Bieber'],['Flo Rida'],0@796 1@33113 0@3498,2
8,Pride ( In the Name of Love ),Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7221667170524597,0.2778332829475403,"('ltable_Song_Name',)",['As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ]'],['Pride ( In the Name of Love )'],0@796 1@33113 0@6365,2
19,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Singer/Songwriter , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106207013130188,0.2893792986869812,"('ltable_Genre',)","['Dance , Music , Rock']","['Singer/Songwriter , Music , Rock']",0@796 1@33113 0@2023,2
22,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,5:10,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.71061772108078,0.2893822491168976,"('ltable_Time',)",['4:40'],['5:10'],0@796 1@33113 0@2023,2
40,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,11-Sep-12,Got a New One [ Explicit ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.550344705581665,0.44965529441833496,"('rtable_Song_Name',)",['Never Say Never [ feat . Jaden Smith ]'],['Got a New One [ Explicit ]'],1@33113 0@796 1@7632,2
39,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 The Island Def Jam Music Group,4:40,2-Jul-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.71061772108078,0.28938227891921997,"('ltable_Released',)",['11-Sep-12'],['2-Jul-12'],0@796 1@33113 0@2020,2
37,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,2012 PAXAM RECORDS,4:40,11-Sep-12,Never Say Never [ feat . Jaden Smith ],Justin Bieber,Never Say Never - The Remixes,Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:48,"February 14 , 2011",0.7106176614761353,0.28938230872154236,"('ltable_CopyRight',)",['2012 The Island Def Jam Music Group'],['2012 PAXAM RECORDS'],0@796 1@33113 0@2020,2
