,explanation,summary,type,latency,match,label,row,prediction
10,"{'ltable_Beer_Name': 0.5789473684210527, 'ltable_Brew_Factory_Name': 0.5789473684210527, 'ltable_Style': 0.42105263157894735, 'ltable_ABV': 0.5789473684210527, 'rtable_Beer_Name': 0.8421052631578947, 'rtable_Brew_Factory_Name': 0.8421052631578947, 'rtable_Style': 0.5263157894736842, 'rtable_ABV': 0.631578947368421}","{'rtable_Beer_Name': 0.0, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.25, 'rtable_Beer_Name/rtable_Style': 0.0, 'rtable_Beer_Name/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.0, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.25, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.375, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,85.23149431799538,0.0,0.0,4203-2425,[0.99827506 0.00172494]
11,"{'ltable_Beer_Name': 0.6164383561643836, 'ltable_Brew_Factory_Name': 0.3424657534246575, 'ltable_Style': 0.3424657534246575, 'ltable_ABV': 0.3424657534246575, 'rtable_Beer_Name': 0.5205479452054794, 'rtable_Brew_Factory_Name': 0.3013698630136986, 'rtable_Style': 0.3013698630136986, 'rtable_ABV': 0.3013698630136986}","{'rtable_Beer_Name': 0.4, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.5, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.4, 'rtable_Beer_Name/rtable_Style': 0.4, 'rtable_Beer_Name/rtable_ABV': 0.4, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.5, 'ltable_Beer_Name/ltable_Style': 0.5, 'ltable_Beer_Name/ltable_ABV': 0.5, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.4, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.4, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.4, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.5, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.5, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,45.09710956295021,0.0,0.0,2572-221,[0.9977234 0.0022766]
12,"{'ltable_Beer_Name': 0.453125, 'ltable_Brew_Factory_Name': 0.359375, 'ltable_Style': 0.296875, 'ltable_ABV': 0.265625, 'rtable_Beer_Name': 0.703125, 'rtable_Brew_Factory_Name': 0.390625, 'rtable_Style': 0.390625, 'rtable_ABV': 0.390625}","{'rtable_Beer_Name': 0.5, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.1, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.5, 'rtable_Beer_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_ABV': 0.5, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.4, 'ltable_Beer_Name/ltable_Style': 0.2, 'ltable_Beer_Name/ltable_ABV': 0.1, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.5, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.4, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.2, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,47.75341888703406,0.0,0.0,200-559,[0.98028374 0.01971626]
13,"{'ltable_Beer_Name': 1.0, 'ltable_Brew_Factory_Name': 1.0, 'ltable_Style': 1.0, 'ltable_ABV': 1.0, 'rtable_Beer_Name': 1.0, 'rtable_Brew_Factory_Name': 1.0, 'rtable_Style': 1.0, 'rtable_ABV': 1.0}","{'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.0, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,100.30625012307428,0.0,0.0,3963-63,[9.99649623e-01 3.50377144e-04]
14,"{'ltable_Beer_Name': 0.3125, 'ltable_Brew_Factory_Name': 0.5, 'ltable_Style': 0.375, 'ltable_ABV': 0.4375, 'rtable_Beer_Name': 0.75, 'rtable_Brew_Factory_Name': 0.75, 'rtable_Style': 0.375, 'rtable_ABV': 0.4375}","{'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name': 0.0, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.0, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.25, 'ltable_Brew_Factory_Name/ltable_ABV': 0.25, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.75, 'rtable_Beer_Name/rtable_Style': 0.0, 'rtable_Beer_Name/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.25, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.25, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.75, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0}",certa,102.2330072550103,0.0,0.0,2633-2143,[9.99047633e-01 9.52367263e-04]
15,"{'ltable_Beer_Name': 0.6739130434782608, 'ltable_Brew_Factory_Name': 0.5, 'ltable_Style': 0.3913043478260869, 'ltable_ABV': 0.4130434782608695, 'rtable_Beer_Name': 0.5434782608695652, 'rtable_Brew_Factory_Name': 0.45652173913043476, 'rtable_Style': 0.3695652173913043, 'rtable_ABV': 0.32608695652173914}","{'ltable_Beer_Name': 0.2, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name': 0.1, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.4, 'ltable_Beer_Name/ltable_Style': 0.2, 'ltable_Beer_Name/ltable_ABV': 0.2, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.3, 'rtable_Beer_Name/rtable_Style': 0.1, 'rtable_Beer_Name/rtable_ABV': 0.1, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.5, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.2, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.3, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.1, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0}",certa,46.545046265935525,1.0,1.0,2558-1284,[0.0973708 0.9026292]
16,"{'ltable_Beer_Name': 1.0, 'ltable_Brew_Factory_Name': 1.0, 'ltable_Style': 0.5151515151515151, 'ltable_ABV': 0.5151515151515151, 'rtable_Beer_Name': 0.2727272727272727, 'rtable_Brew_Factory_Name': 0.2727272727272727, 'rtable_Style': 0.2727272727272727, 'rtable_ABV': 0.2727272727272727}","{'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.8888888888888888, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.8888888888888888, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.8888888888888888, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,106.40337282908149,0.0,0.0,501-216,[9.99408958e-01 5.91042161e-04]
17,"{'ltable_Beer_Name': 0.5625, 'ltable_Brew_Factory_Name': 0.3125, 'ltable_Style': 0.3125, 'ltable_ABV': 0.3125, 'rtable_Beer_Name': 0.5625, 'rtable_Brew_Factory_Name': 0.3125, 'rtable_Style': 0.3125, 'rtable_ABV': 0.3125}","{'ltable_Beer_Name': 0.5, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name': 0.5, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.5, 'ltable_Beer_Name/ltable_Style': 0.5, 'ltable_Beer_Name/ltable_ABV': 0.5, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.5, 'rtable_Beer_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_ABV': 0.5, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.5, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.5, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.5, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.5, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0}",certa,51.401893401984125,1.0,1.0,563-1177,[0.0258016 0.9741984]
18,"{'ltable_Beer_Name': 0.14285714285714285, 'ltable_Brew_Factory_Name': 0.14285714285714285, 'ltable_Style': 0.14285714285714285, 'ltable_ABV': 0.14285714285714285, 'rtable_Beer_Name': 0.9999999999999998, 'rtable_Brew_Factory_Name': 0.5714285714285714, 'rtable_Style': 0.4285714285714285, 'rtable_ABV': 0.5}","{'rtable_Beer_Name': 1.0, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 1.0, 'rtable_Beer_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_ABV': 1.0, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 1.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 1.0, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.5, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0}",certa,73.49641044100281,0.0,0.0,507-716,[9.99535873e-01 4.64126788e-04]
19,"{'ltable_Beer_Name': 0.8333333333333333, 'ltable_Brew_Factory_Name': 0.5, 'ltable_Style': 0.5, 'ltable_ABV': 0.5, 'rtable_Beer_Name': 0.5, 'rtable_Brew_Factory_Name': 0.5, 'rtable_Style': 0.5, 'rtable_ABV': 0.3333333333333333}","{'ltable_Beer_Name': 0.5, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name': 0.0, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.0, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.5, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.0, 'rtable_Beer_Name/rtable_Style': 0.0, 'rtable_Beer_Name/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.5, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0}",certa,101.59256074600853,0.0,0.0,1755-1635,[9.99095951e-01 9.04049142e-04]
20,"{'ltable_Beer_Name': 1.0, 'ltable_Brew_Factory_Name': 1.0, 'ltable_Style': 1.0, 'ltable_ABV': 0.5, 'rtable_Beer_Name': 0.5, 'rtable_Brew_Factory_Name': 0.5, 'rtable_Style': 0.5, 'rtable_ABV': 0.5}","{'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.0, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 1.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,101.70475608704146,0.0,0.0,1904-2681,[9.99393550e-01 6.06449903e-04]
21,"{'ltable_Beer_Name': 0.6666666666666667, 'ltable_Brew_Factory_Name': 0.6666666666666667, 'ltable_Style': 0.4444444444444444, 'ltable_ABV': 0.4444444444444444, 'rtable_Beer_Name': 0.6666666666666667, 'rtable_Brew_Factory_Name': 0.6666666666666667, 'rtable_Style': 0.4444444444444444, 'rtable_ABV': 0.4444444444444444}","{'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name': 0.0, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.3333333333333333, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.3333333333333333, 'rtable_Beer_Name/rtable_Style': 0.0, 'rtable_Beer_Name/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.3333333333333333, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.3333333333333333, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.3333333333333333, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.3333333333333333, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0}",certa,104.51351614797022,0.0,0.0,1251-812,[9.99352993e-01 6.47007488e-04]
22,"{'ltable_Beer_Name': 0.8604651162790697, 'ltable_Brew_Factory_Name': 0.5813953488372093, 'ltable_Style': 0.5116279069767442, 'ltable_ABV': 0.46511627906976744, 'rtable_Beer_Name': 0.37209302325581395, 'rtable_Brew_Factory_Name': 0.37209302325581395, 'rtable_Style': 0.27906976744186046, 'rtable_ABV': 0.27906976744186046}","{'rtable_Beer_Name': 0.0, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.3, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.2, 'rtable_Beer_Name/rtable_Style': 0.0, 'rtable_Beer_Name/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.5, 'ltable_Beer_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_ABV': 0.2, 'ltable_Brew_Factory_Name/ltable_Style': 0.0, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.2, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.2, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.0, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.5, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.5, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.3, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.0}",certa,62.112786084995605,0.0,0.0,113-475,[9.99245485e-01 7.54515349e-04]
23,"{'ltable_Beer_Name': 0.5384615384615384, 'ltable_Brew_Factory_Name': 0.641025641025641, 'ltable_Style': 0.4615384615384615, 'ltable_ABV': 0.43589743589743585, 'rtable_Beer_Name': 0.6153846153846153, 'rtable_Brew_Factory_Name': 0.5128205128205128, 'rtable_Style': 0.38461538461538464, 'rtable_ABV': 0.38461538461538464}","{'rtable_Beer_Name': 0.1, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.0, 'ltable_Brew_Factory_Name': 0.0, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.4, 'rtable_Beer_Name/rtable_Style': 0.1, 'rtable_Beer_Name/rtable_ABV': 0.1, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.2, 'ltable_Beer_Name/ltable_Style': 0.0, 'ltable_Beer_Name/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style': 0.2, 'ltable_Brew_Factory_Name/ltable_ABV': 0.0, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.3, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.3, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.1, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.4, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.5, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.0, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.2}",certa,56.490489056915976,0.0,0.0,2596-2124,[9.99113771e-01 8.86229041e-04]
24,"{'ltable_Beer_Name': 0.3522727272727272, 'ltable_Brew_Factory_Name': 0.30681818181818177, 'ltable_Style': 0.2727272727272727, 'ltable_ABV': 0.2727272727272727, 'rtable_Beer_Name': 0.6704545454545455, 'rtable_Brew_Factory_Name': 0.35227272727272724, 'rtable_Style': 0.35227272727272724, 'rtable_ABV': 0.35227272727272724}","{'rtable_Beer_Name': 0.7, 'rtable_Brew_Factory_Name': 0.0, 'rtable_Style': 0.0, 'rtable_ABV': 0.0, 'ltable_Beer_Name': 0.3, 'ltable_Brew_Factory_Name': 0.1, 'ltable_Style': 0.0, 'ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name': 0.7, 'rtable_Beer_Name/rtable_Style': 0.7, 'rtable_Beer_Name/rtable_ABV': 0.7, 'rtable_Brew_Factory_Name/rtable_Style': 0.0, 'rtable_Brew_Factory_Name/rtable_ABV': 0.0, 'rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name': 0.3, 'ltable_Beer_Name/ltable_Style': 0.3, 'ltable_Beer_Name/ltable_ABV': 0.3, 'ltable_Brew_Factory_Name/ltable_Style': 0.2, 'ltable_Brew_Factory_Name/ltable_ABV': 0.2, 'ltable_Style/ltable_ABV': 0.0, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_Style': 0.7, 'rtable_Beer_Name/rtable_Brew_Factory_Name/rtable_ABV': 0.7, 'rtable_Beer_Name/rtable_Style/rtable_ABV': 0.7, 'rtable_Brew_Factory_Name/rtable_Style/rtable_ABV': 0.0, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_Style': 0.3, 'ltable_Beer_Name/ltable_Brew_Factory_Name/ltable_ABV': 0.3, 'ltable_Beer_Name/ltable_Style/ltable_ABV': 0.3, 'ltable_Brew_Factory_Name/ltable_Style/ltable_ABV': 0.3}",certa,45.566399597912095,0.0,0.0,1900-333,[0.98798495 0.01201505]
