,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,nomatch_score,match_score,alteredAttributes,droppedValues,copiedValues,triangle,attr_count
44,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,6:33,"June 30 , 2015",0.6344771,0.36552292,"('rtable_Time',)",['0:19'],['6:33'],1@53030 0@271 1@4314,2
43,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( p ) Future Classic,0:19,"June 30 , 2015",0.6381458,0.36185417,"('rtable_CopyRight',)",['( C ) 2015 KIDinaKORNER/Interscope Records'],['( p ) Future Classic'],1@53030 0@271 1@4314,2
49,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 0.89,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",0.63447064,0.3655293,"('rtable_Price',)",['$ 1.29'],['$ 0.89'],1@53030 0@271 1@37342,2
41,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],"Electronica , Dance & Electronic , House",$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",0.6985542,0.30144578,"('rtable_Genre',)",['Alternative Rock'],"['Electronica , Dance & Electronic , House']",1@53030 0@271 1@4314,2
59,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,4:35,"June 30 , 2015",0.6344759,0.3655241,"('rtable_Time',)",['0:19'],['4:35'],1@53030 0@271 1@37362,2
61,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),Mr. Probz,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",0.61147076,0.38852924,"('rtable_Artist_Name',)",['X Ambassadors'],['Mr. Probz'],1@53030 0@271 1@51788,2
73,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,5:24,"June 30 , 2015",0.6344739,0.36552605,"('rtable_Time',)",['0:19'],['5:24'],1@53030 0@271 1@37347,2
67,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"September 16 , 2013",0.6598345,0.34016547,"('rtable_Released',)","['June 30 , 2015']","['September 16 , 2013']",1@53030 0@271 1@51788,2
66,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,2:52,"June 30 , 2015",0.6344769,0.36552316,"('rtable_Time',)",['0:19'],['2:52'],1@53030 0@271 1@51788,2
65,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,2013 Left Lane Recordings,0:19,"June 30 , 2015",0.6378659,0.36213407,"('rtable_CopyRight',)",['( C ) 2015 KIDinaKORNER/Interscope Records'],['2013 Left Lane Recordings'],1@53030 0@271 1@51788,2
63,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",0.6318054,0.36819455,"('rtable_Genre',)",['Alternative Rock'],['Rap & Hip-Hop'],1@53030 0@271 1@51788,2
62,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,Turning Tables ( feat . Kameron Corvet ),Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",0.79653925,0.20346078,"('rtable_Album_Name',)",['VHS [ Explicit ]'],['Turning Tables ( feat . Kameron Corvet )'],1@53030 0@271 1@51788,2
40,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,Anna Lunoe & Friends EP,Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",0.6583397,0.34166023,"('rtable_Album_Name',)",['VHS [ Explicit ]'],['Anna Lunoe & Friends EP'],1@53030 0@271 1@4314,2
39,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),"Anna Lunoe , Flume , Touch Sensitive",VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",0.6218541,0.37814593,"('rtable_Artist_Name',)",['X Ambassadors'],"['Anna Lunoe , Flume , Touch Sensitive']",1@53030 0@271 1@4314,2
36,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,5:10,"June 30 , 2015",0.6345003,0.3654997,"('rtable_Time',)",['0:19'],['5:10'],1@53030 0@271 1@37346,2
